ID,Description,Score,Identity_Percent,Aligned_Length,Candidate_Length,Passed_Filter
GKS61544.1,GKS61544.1 hypothetical protein YTPLAS21_10020 [Candidatus Nitrosocosmicus sp.],34.0,27.87,61,105,False
KKB44891.1,KKB44891.1 hypothetical protein QY96_00015 [Bacillus thermotolerans],28.5,27.87,61,113,False
GAA4405676.1,GAA4405676.1 hypothetical protein GCM10023089_13320 [Quisquiliibacterium transsilvanicum],34.0,27.87,61,109,False
WWV48599.1,WWV48599.1 hypothetical protein V0M98_18575 [Pseudomonas silesiensis],36.0,27.87,61,272,False
UZF54582.1,UZF54582.1 hypothetical protein LH935_17770 [Gordonia polyisoprenivorans],46.0,27.87,61,320,False
CUR60021.1,CUR60021.1 conserved hypothetical protein [metagenome],26.5,27.87,61,100,False
OCN02797.1,OCN02797.1 hypothetical protein A7X67_02775 [Clostridium sp. W14A],29.0,27.87,61,122,False
GKS65442.1,GKS65442.1 hypothetical protein YTPLAS72_27460 [Nitrospira sp.],61.5,27.86,201,409,False
GFO81073.1,GFO81073.1 MAG: hypothetical protein A49_07000 [Methyloceanibacter sp.],38.5,27.86,201,448,False
AHB08550.1,AHB08550.1 hypothetical protein U875_15655 [Pandoraea pnomenusa 3kgm],41.5,27.86,140,316,False
OWY79919.1,OWY79919.1 hypothetical protein B9C99_20460 [Rhodococcus sp. BUPNP1],41.0,27.86,140,777,False
UFN95708.1,UFN95708.1 hypothetical protein LF814_05990 [Micromonospora aurantiaca (nom. illeg.)],49.0,27.86,140,301,False
PCL91354.1,PCL91354.1 hypothetical protein CPZ30_18705 [Paenibacillus lautus],47.0,27.86,140,658,False
RQP05593.1,RQP05593.1 MAG: hypothetical protein D1H97_12105 [Paracoccus sp. BP8],44.0,27.86,140,394,False
AHB78664.1,AHB78664.1 hypothetical protein X636_19135 [Pandoraea pnomenusa],41.5,27.86,140,302,False
QRE79153.1,QRE79153.1 hypothetical protein F1734_02005 [Rhodococcus ruber],47.5,27.85,158,383,False
QRE79230.1,QRE79230.1 hypothetical protein F1734_02445 [Rhodococcus ruber],33.5,27.85,79,139,False
CUR59314.1,CUR59314.1 hypothetical protein NOCA2580020 [metagenome],36.0,27.85,79,206,False
UZF58659.1,UZF58659.1 hypothetical protein LH935_12200 [Gordonia polyisoprenivorans],79.5,27.85,158,415,False
GKS57096.1,GKS57096.1 hypothetical protein YTPLAS18_06230 [Nitrospira sp.],31.0,27.85,79,108,False
GAA4411888.1,GAA4411888.1 hypothetical protein GCM10023089_27880 [Quisquiliibacterium transsilvanicum],42.5,27.85,79,474,False
AHB78524.2,AHB78524.2 hypothetical protein X636_12355 [Pandoraea pnomenusa],33.5,27.85,79,167,False
AJW28922.1,AJW28922.1 hypothetical protein Z042_25920 [Chania multitudinisentens RB-25],56.0,27.85,158,955,False
AHB08687.1,AHB08687.1 hypothetical protein U875_21810 [Pandoraea pnomenusa 3kgm],33.5,27.85,79,167,False
GKS66716.1,GKS66716.1 hypothetical protein YTPLAS73_02630 [Nitrosarchaeum sp.],35.5,27.85,79,143,False
OWY80071.1,OWY80071.1 hypothetical protein B9C99_19600 [Rhodococcus sp. BUPNP1],39.0,27.85,79,468,False
PXZ53383.1,PXZ53383.1 hypothetical protein DM483_04950 [Pseudomonas sp. SMT-1],35.0,27.85,79,102,False
RAS93762.1,RAS93762.1 hypothetical protein A6E21_17525 [Bacillus cereus],37.5,27.85,79,219,False
KGP79117.1,KGP79117.1 hypothetical protein P363_0131490 [Paenibacillus sp. MAEPY1],33.0,27.85,79,168,False
RQP15780.1,RQP15780.1 MAG: hypothetical protein EAS49_14480 [Brucella intermedia],39.0,27.85,79,109,False
GKS66413.1,GKS66413.1 hypothetical protein YTPLAS72_37170 [Nitrospira sp.],37.0,27.85,79,126,False
RQP15470.1,RQP15470.1 MAG: hypothetical protein EAS49_15080 [Brucella intermedia],29.0,27.85,79,114,False
GFO83479.1,GFO83479.1 MAG: hypothetical protein A49_31060 [Methyloceanibacter sp.],40.5,27.85,79,145,False
GKS56512.1,GKS56512.1 hypothetical protein YTPLAS18_00390 [Nitrospira sp.],52.0,27.85,158,239,False
QBR71067.1,QBR71067.1 hypothetical protein CU048_06980 [Beijerinckiaceae bacterium],33.5,27.85,79,185,False
CUR54792.1,CUR54792.1 membrane hypothetical protein [metagenome],42.5,27.85,158,423,False
WWV55509.1,WWV55509.1 hypothetical protein V0M98_35245 (plasmid) [Pseudomonas silesiensis],35.5,27.85,79,386,False
GFO80946.1,GFO80946.1 MAG: hypothetical protein A49_05730 [Methyloceanibacter sp.],29.0,27.85,79,352,False
OCN01730.1,OCN01730.1 hypothetical protein A7X67_01175 [Clostridium sp. W14A],32.5,27.85,79,193,False
KGP78012.1,KGP78012.1 hypothetical protein P364_0130615 [Paenibacillus sp. MAEPY2],33.0,27.85,79,168,False
KGP84911.1,KGP84911.1 hypothetical protein P364_0101625 [Paenibacillus sp. MAEPY2],29.0,27.85,79,124,False
QTQ96360.1,QTQ96360.1 hypothetical protein J9247_22045 [Pseudomonas aeruginosa],29.0,27.85,79,280,False
UUD61017.1,UUD61017.1 hypothetical protein KK132_03940 [Bacillus velezensis],33.0,27.85,79,108,False
KGP85705.1,KGP85705.1 hypothetical protein P363_0120380 [Paenibacillus sp. MAEPY1],29.0,27.85,79,124,False
OWY79743.1,OWY79743.1 hypothetical protein B9C99_21335 [Rhodococcus sp. BUPNP1],35.5,27.84,97,139,False
AJW29004.1,AJW29004.1 hypothetical protein Z042_26390 [Chania multitudinisentens RB-25],41.0,27.84,97,133,False
APC48649.1,APC48649.1 hypothetical protein BME96_10840 [Virgibacillus halodenitrificans],59.5,27.84,194,590,False
CAD6513836.1,CAD6513836.1 conserved hypothetical protein [metagenome],54.5,27.84,97,155,False
GKS59403.1,GKS59403.1 hypothetical protein YTPLAS18_29300 [Nitrospira sp.],47.0,27.84,97,602,False
GFO81176.1,GFO81176.1 MAG: hypothetical protein A49_08030 [Methyloceanibacter sp.],36.5,27.84,97,170,False
RAT04612.1,RAT04612.1 hypothetical protein A6E22_16825 [Bacillus cereus],36.5,27.84,97,372,False
KGP82445.1,KGP82445.1 hypothetical protein P364_0112135 [Paenibacillus sp. MAEPY2],48.5,27.84,97,417,False
CUR59182.1,CUR59182.1 hypothetical protein NOCA2570070 [metagenome],52.0,27.84,176,746,False
OCN01099.1,OCN01099.1 hypothetical protein A7X67_06925 [Clostridium sp. W14A],51.5,27.84,97,715,False
EIW90046.1,EIW90046.1 hypothetical protein AGRI_02630 [Alishewanella agri BL06],36.5,27.84,97,168,False
GFO81217.1,GFO81217.1 MAG: hypothetical protein A49_08440 [Methyloceanibacter sp.],44.0,27.84,97,340,False
RAS97600.1,RAS97600.1 hypothetical protein A6E21_00955 [Bacillus cereus],36.5,27.84,97,372,False
GKS60369.1,GKS60369.1 hypothetical protein YTPLAS18_38960 [Nitrospira sp.],44.0,27.84,97,470,False
OWY81210.1,OWY81210.1 hypothetical protein B9C99_14105 [Rhodococcus sp. BUPNP1],38.5,27.84,97,140,False
GAB6181715.1,GAB6181715.1 hypothetical protein JCM14036_30340 [Desulfotomaculum defluvii],37.5,27.84,97,444,False
KGP89263.1,KGP89263.1 hypothetical protein P363_0102850 [Paenibacillus sp. MAEPY1],48.5,27.84,97,417,False
KKB41635.1,KKB41635.1 hypothetical protein QY95_00637 [Bacillus thermotolerans],29.5,27.84,97,436,False
GKS59637.1,GKS59637.1 hypothetical protein YTPLAS18_31640 [Nitrospira sp.],39.0,27.83,115,183,False
GKS63179.1,GKS63179.1 hypothetical protein YTPLAS72_04830 [Nitrospira sp.],68.0,27.83,212,445,False
QBR72134.1,QBR72134.1 hypothetical protein CU048_13625 [Beijerinckiaceae bacterium],35.0,27.83,115,172,False
GFO81198.1,GFO81198.1 MAG: hypothetical protein A49_08250 [Methyloceanibacter sp.],38.0,27.83,115,206,False
WWV55519.1,WWV55519.1 hypothetical protein V0M98_35295 (plasmid) [Pseudomonas silesiensis],43.0,27.83,115,169,False
UFN97295.1,UFN97295.1 hypothetical protein LF814_14670 [Micromonospora aurantiaca (nom. illeg.)],46.0,27.83,115,133,False
AJK85932.1,AJK85932.1 hypothetical protein HR49_01240 [Lysinibacillus fusiformis],40.5,27.83,115,358,False
OCN00190.1,OCN00190.1 hypothetical protein A7X67_18070 [Clostridium sp. W14A],43.5,27.83,115,246,False
GFO80801.1,GFO80801.1 MAG: hypothetical protein A49_04280 [Methyloceanibacter sp.],46.5,27.83,115,326,False
QRE81217.1,QRE81217.1 hypothetical protein F1734_13790 [Rhodococcus ruber],36.5,27.83,115,180,False
PCL92907.1,PCL92907.1 hypothetical protein CPZ30_05325 [Paenibacillus lautus],35.5,27.83,230,441,False
GAA4409136.1,GAA4409136.1 hypothetical protein GCM10023089_21600 [Quisquiliibacterium transsilvanicum],36.5,27.82,133,261,False
GKS60500.1,GKS60500.1 hypothetical protein YTPLAS18_40270 [Nitrospira sp.],32.5,27.82,133,246,False
KGP79154.1,KGP79154.1 hypothetical protein P363_0131705 [Paenibacillus sp. MAEPY1],32.5,27.82,133,183,False
CUR55555.1,CUR55555.1 conserved hypothetical protein; putative deaminase-reductase domain [metagenome],41.0,27.82,133,214,False
CUR61432.1,CUR61432.1 membrane hypothetical protein [metagenome],48.5,27.82,133,166,False
KGP82361.1,KGP82361.1 hypothetical protein P364_0111620 [Paenibacillus sp. MAEPY2],32.5,27.82,133,183,False
GKS57929.1,GKS57929.1 hypothetical protein YTPLAS18_14560 [Nitrospira sp.],43.5,27.81,169,480,False
GAA4408946.1,GAA4408946.1 hypothetical protein GCM10023089_21040 [Quisquiliibacterium transsilvanicum],40.5,27.81,187,257,False
URF05931.1,URF05931.1 hypothetical protein M5D45_05335 [Cupriavidus campinensis],41.5,27.81,151,338,False
RQP16175.1,RQP16175.1 MAG: hypothetical protein EAS52_12610 [Parapedobacter sp.],57.0,27.8,223,938,False
KGP86056.1,KGP86056.1 hypothetical protein P363_0119685 [Paenibacillus sp. MAEPY1],27.0,27.78,18,229,False
CUR58719.1,CUR58719.1 hypothetical protein NOCA1160024 [metagenome],28.5,27.78,36,342,False
AHB77017.1,AHB77017.1 hypothetical protein X636_17340 [Pandoraea pnomenusa],56.5,27.78,198,1123,False
UNT43403.1,UNT43403.1 hypothetical protein MN200_00865 [Acinetobacter sp. LUNF3],27.5,27.78,36,184,False
AHB76721.1,AHB76721.1 hypothetical protein X636_15695 [Pandoraea pnomenusa],41.0,27.78,90,435,False
CUR56159.1,CUR56159.1 conserved hypothetical protein [metagenome],30.0,27.78,54,129,False
GKS63760.1,GKS63760.1 hypothetical protein YTPLAS72_10640 [Nitrospira sp.],34.5,27.78,54,362,False
EIW90504.1,EIW90504.1 hypothetical protein AGRI_01500 [Alishewanella agri BL06],36.5,27.78,54,105,False
UUD59815.1,UUD59815.1 hypothetical protein KK132_16545 [Bacillus velezensis],26.0,27.78,18,125,False
GAA0864524.1,GAA0864524.1 hypothetical protein GCM10009115_19410 [Sphingopyxis soli],27.5,27.78,18,153,False
CUR55160.1,CUR55160.1 conserved hypothetical protein [metagenome],28.0,27.78,18,136,False
RAT10069.1,RAT10069.1 hypothetical protein A6E22_06920 [Bacillus cereus],28.0,27.78,54,149,False
GKS67361.1,GKS67361.1 hypothetical protein YTPLAS73_09080 [Nitrosarchaeum sp.],41.0,27.78,72,312,False
GKS59067.1,GKS59067.1 hypothetical protein YTPLAS18_25940 [Nitrospira sp.],40.0,27.78,72,239,False
GAA0867376.1,GAA0867376.1 hypothetical protein GCM10009115_34980 [Sphingopyxis soli],47.5,27.78,54,430,False
RQP10128.1,"RQP10128.1 MAG: hypothetical protein EAS51_09620, partial [Microbacteriaceae bacterium]",24.0,27.78,54,173,False
PCL93454.1,PCL93454.1 hypothetical protein CPZ30_08400 [Paenibacillus lautus],31.0,27.78,18,224,False
KKB44582.1,KKB44582.1 hypothetical protein QY96_02202 [Bacillus thermotolerans],28.5,27.78,54,141,False
GAA4412378.1,GAA4412378.1 hypothetical protein GCM10023089_28980 [Quisquiliibacterium transsilvanicum],45.0,27.78,90,344,False
QHS92513.1,QHS92513.1 MAG: hypothetical protein [viral metagenome],46.0,27.78,54,133,False
GAB6181668.1,GAB6181668.1 hypothetical protein JCM14036_29870 [Desulfotomaculum defluvii],37.0,27.78,54,260,False
CUR58906.1,CUR58906.1 conserved exported hypothetical protein [metagenome],43.5,27.78,90,294,False
KGP81970.1,KGP81970.1 hypothetical protein P364_0114210 [Paenibacillus sp. MAEPY2],27.0,27.78,18,229,False
AJK87716.1,AJK87716.1 hypothetical protein HR49_11410 [Lysinibacillus fusiformis],50.0,27.78,108,334,False
GAB6181618.1,GAB6181618.1 hypothetical protein JCM14036_29370 [Desulfotomaculum defluvii],44.0,27.78,144,302,False
GKS65963.1,GKS65963.1 hypothetical protein YTPLAS72_32670 [Nitrospira sp.],32.5,27.78,72,103,False
AJK87210.1,AJK87210.1 hypothetical protein HR49_08565 [Lysinibacillus fusiformis],34.0,27.78,54,142,False
RAS94930.1,RAS94930.1 hypothetical protein A6E21_12100 [Bacillus cereus],24.0,27.78,18,227,False
GAA4412027.1,GAA4412027.1 hypothetical protein GCM10023089_28230 [Quisquiliibacterium transsilvanicum],48.0,27.78,108,331,False
RQP14714.1,RQP14714.1 MAG: hypothetical protein EAS52_16910 [Parapedobacter sp.],40.5,27.78,54,190,False
XZG87051.1,XZG87051.1 hypothetical protein ACTT2I_10440 [Stenotrophomonas sp. PUT21],34.5,27.78,36,234,False
GKS60970.1,GKS60970.1 hypothetical protein YTPLAS21_04280 [Candidatus Nitrosocosmicus sp.],46.5,27.78,90,401,False
RAS96318.1,RAS96318.1 hypothetical protein A6E21_06085 [Bacillus cereus],32.5,27.78,36,143,False
AHB07660.1,AHB07660.1 hypothetical protein U875_21710 [Pandoraea pnomenusa 3kgm],50.5,27.78,90,128,False
EIW87697.1,EIW87697.1 hypothetical protein AGRI_14290 [Alishewanella agri BL06],35.0,27.78,72,116,False
QQE09158.1,QQE09158.1 hypothetical protein IC580_15910 [Cupriavidus sp. ISTL7],50.5,27.78,108,336,False
UNT43502.1,UNT43502.1 hypothetical protein MN200_01435 [Acinetobacter sp. LUNF3],33.0,27.78,18,350,False
CUR54278.1,CUR54278.1 conserved hypothetical protein [metagenome],26.0,27.78,36,152,False
EIW87602.1,EIW87602.1 hypothetical protein AGRI_13815 [Alishewanella agri BL06],29.5,27.78,72,161,False
PCL90266.1,PCL90266.1 hypothetical protein CPZ30_20635 [Paenibacillus lautus],40.0,27.78,36,151,False
RAT00267.1,RAT00267.1 hypothetical protein A6E22_22920 [Bacillus cereus],31.5,27.78,108,177,False
GKS66554.1,GKS66554.1 hypothetical protein YTPLAS73_01010 [Nitrosarchaeum sp.],29.0,27.78,18,129,False
RAS94563.1,RAS94563.1 hypothetical protein A6E21_13815 [Bacillus cereus],29.0,27.78,18,157,False
KGP84239.1,KGP84239.1 hypothetical protein P364_0104855 [Paenibacillus sp. MAEPY2],38.5,27.78,72,540,False
RQP10037.1,"RQP10037.1 MAG: hypothetical protein EAS51_09950, partial [Microbacteriaceae bacterium]",39.5,27.78,54,169,False
CUR55028.1,CUR55028.1 conserved hypothetical protein [metagenome],23.0,27.78,18,102,False
GKS61122.1,GKS61122.1 hypothetical protein YTPLAS21_05800 [Candidatus Nitrosocosmicus sp.],26.0,27.78,36,172,False
GKS56753.1,GKS56753.1 hypothetical protein YTPLAS18_02800 [Nitrospira sp.],24.5,27.78,18,167,False
GKS63969.1,GKS63969.1 hypothetical protein YTPLAS72_12730 [Nitrospira sp.],51.5,27.78,72,778,False
GKS66529.1,GKS66529.1 hypothetical protein YTPLAS73_00760 [Nitrosarchaeum sp.],28.0,27.78,90,162,False
OCN02829.1,OCN02829.1 hypothetical protein A7X67_02940 [Clostridium sp. W14A],35.5,27.78,90,252,False
GKS66743.1,GKS66743.1 hypothetical protein YTPLAS73_02900 [Nitrosarchaeum sp.],29.0,27.78,72,284,False
KGP87410.1,KGP87410.1 hypothetical protein P363_0112170 [Paenibacillus sp. MAEPY1],30.0,27.78,36,312,False
RQP08088.1,"RQP08088.1 MAG: hypothetical protein D1H97_00645, partial [Paracoccus sp. BP8]",39.0,27.78,72,525,False
KGP85509.1,KGP85509.1 hypothetical protein P364_0100380 [Paenibacillus sp. MAEPY2],34.5,27.78,72,128,False
GFO83543.1,GFO83543.1 MAG: hypothetical protein A49_31700 [Methyloceanibacter sp.],28.0,27.78,18,112,False
GKS61044.1,GKS61044.1 hypothetical protein YTPLAS21_05020 [Candidatus Nitrosocosmicus sp.],26.0,27.78,18,186,False
UNT43426.1,UNT43426.1 hypothetical protein MN200_01015 [Acinetobacter sp. LUNF3],27.0,27.78,18,126,False
CAD6522179.1,CAD6522179.1 conserved hypothetical protein [metagenome],29.0,27.78,36,120,False
GKS60961.1,GKS60961.1 hypothetical protein YTPLAS21_04190 [Candidatus Nitrosocosmicus sp.],37.5,27.78,72,369,False
WWV54857.1,WWV54857.1 hypothetical protein V0M98_39045 (plasmid) [Pseudomonas silesiensis],35.0,27.78,54,202,False
PCL93335.1,PCL93335.1 hypothetical protein CPZ30_07735 [Paenibacillus lautus],58.0,27.78,180,972,False
XZG88842.1,XZG88842.1 hypothetical protein ACTT2I_00420 [Stenotrophomonas sp. PUT21],27.0,27.78,36,110,False
WWV54672.1,WWV54672.1 hypothetical protein V0M98_38090 (plasmid) [Pseudomonas silesiensis],26.0,27.78,36,105,False
GKS57036.1,GKS57036.1 hypothetical protein YTPLAS18_05630 [Nitrospira sp.],37.5,27.78,90,706,False
GAA0863986.1,GAA0863986.1 hypothetical protein GCM10009115_16690 [Sphingopyxis soli],29.0,27.78,54,173,False
PCL89170.1,PCL89170.1 hypothetical protein CPZ30_30105 [Paenibacillus lautus],30.0,27.78,54,113,False
CUR58485.1,CUR58485.1 conserved hypothetical protein [metagenome],24.0,27.78,18,142,False
AHG21730.2,AHG21730.2 hypothetical protein Z042_20555 [Chania multitudinisentens RB-25],49.0,27.78,72,185,False
RQP15957.1,"RQP15957.1 MAG: hypothetical protein EAS52_13300, partial [Parapedobacter sp.]",23.5,27.78,18,291,False
GFO80829.1,GFO80829.1 MAG: hypothetical protein A49_04560 [Methyloceanibacter sp.],29.5,27.78,54,166,False
APC47647.1,APC47647.1 hypothetical protein BME96_05465 [Virgibacillus halodenitrificans],25.0,27.78,18,111,False
CUR57496.1,CUR57496.1 conserved hypothetical protein [metagenome],38.5,27.78,72,134,False
UFN91877.1,UFN91877.1 hypothetical protein LF814_17800 [Micromonospora aurantiaca (nom. illeg.)],33.5,27.78,90,132,False
AJK90166.1,AJK90166.1 hypothetical protein HR49_22185 [Lysinibacillus fusiformis],27.0,27.78,18,163,False
RQP10879.1,RQP10879.1 MAG: hypothetical protein EAS48_06810 [Chryseobacterium sp.],27.0,27.78,18,320,False
UFN95496.1,UFN95496.1 hypothetical protein LF814_04865 [Micromonospora aurantiaca (nom. illeg.)],26.5,27.78,18,117,False
QRE79693.1,QRE79693.1 hypothetical protein F1734_05190 [Rhodococcus ruber],24.0,27.78,18,112,False
OCN02523.1,OCN02523.1 hypothetical protein A7X67_14580 [Clostridium sp. W14A],33.0,27.78,36,132,False
UZF58809.1,UZF58809.1 hypothetical protein LH935_13010 [Gordonia polyisoprenivorans],38.5,27.78,72,263,False
GKS61777.1,GKS61777.1 hypothetical protein YTPLAS21_12350 [Candidatus Nitrosocosmicus sp.],29.0,27.78,36,122,False
GKS61268.1,GKS61268.1 hypothetical protein YTPLAS21_07260 [Candidatus Nitrosocosmicus sp.],37.0,27.78,54,146,False
UFN96736.1,UFN96736.1 hypothetical protein LF814_11620 [Micromonospora aurantiaca (nom. illeg.)],37.5,27.78,54,392,False
WWV48438.1,WWV48438.1 hypothetical protein V0M98_17700 [Pseudomonas silesiensis],40.5,27.78,108,302,False
GAB6179503.1,GAB6179503.1 hypothetical protein JCM14036_08220 [Desulfotomaculum defluvii],40.5,27.78,54,495,False
RAS94604.1,RAS94604.1 hypothetical protein A6E21_13650 [Bacillus cereus],35.5,27.78,36,120,False
RAS94812.1,RAS94812.1 hypothetical protein A6E21_12650 [Bacillus cereus],31.0,27.78,72,115,False
RAS99036.1,"RAS99036.1 hypothetical protein A6E22_25100, partial [Bacillus cereus]",38.5,27.78,72,335,False
CUR60014.1,CUR60014.1 conserved hypothetical protein [metagenome],32.5,27.78,36,399,False
AHG20207.1,AHG20207.1 hypothetical protein Z042_11635 [Chania multitudinisentens RB-25],58.0,27.78,180,555,False
GFO80718.1,GFO80718.1 MAG: hypothetical protein A49_03450 [Methyloceanibacter sp.],35.5,27.78,144,233,False
OCN00315.1,OCN00315.1 hypothetical protein A7X67_09665 [Clostridium sp. W14A],20.0,27.78,18,100,False
KGP87272.1,KGP87272.1 hypothetical protein P363_0113320 [Paenibacillus sp. MAEPY1],34.5,27.78,72,128,False
GFO81218.1,GFO81218.1 MAG: hypothetical protein A49_08450 [Methyloceanibacter sp.],54.5,27.78,54,159,False
GKS56583.1,GKS56583.1 hypothetical protein YTPLAS18_01100 [Nitrospira sp.],38.0,27.78,90,159,False
UNT42547.1,UNT42547.1 hypothetical protein MN200_12055 [Acinetobacter sp. LUNF3],41.0,27.78,90,569,False
WWV49668.1,WWV49668.1 hypothetical protein V0M98_24440 [Pseudomonas silesiensis],32.0,27.78,108,245,False
GKS65897.1,GKS65897.1 hypothetical protein YTPLAS72_32010 [Nitrospira sp.],38.5,27.78,108,168,False
CUR54208.1,CUR54208.1 hypothetical protein NOCA2140031 [metagenome],29.0,27.78,18,102,False
GKS62139.1,GKS62139.1 hypothetical protein YTPLAS21_15970 [Candidatus Nitrosocosmicus sp.],48.0,27.78,90,244,False
XZG89757.1,XZG89757.1 hypothetical protein ACTT2I_05355 [Stenotrophomonas sp. PUT21],28.0,27.78,36,154,False
KGP84870.1,KGP84870.1 hypothetical protein P363_0122900 [Paenibacillus sp. MAEPY1],33.0,27.78,54,238,False
AJK86979.1,AJK86979.1 hypothetical protein HR49_07275 [Lysinibacillus fusiformis],39.0,27.78,36,102,False
GKS67828.1,GKS67828.1 hypothetical protein YTPLAS73_13750 [Nitrosarchaeum sp.],28.0,27.78,54,104,False
KGP78258.1,KGP78258.1 hypothetical protein P364_0129655 [Paenibacillus sp. MAEPY2],33.0,27.78,54,238,False
RQP13725.1,RQP13725.1 MAG: hypothetical protein EAS48_03160 [Chryseobacterium sp.],41.5,27.78,126,193,False
AHG22627.1,AHG22627.1 hypothetical protein Z042_02810 [Chania multitudinisentens RB-25],38.0,27.78,90,226,False
GFO81343.1,GFO81343.1 MAG: hypothetical protein A49_09700 [Methyloceanibacter sp.],38.5,27.78,54,264,False
PCL93108.1,PCL93108.1 hypothetical protein CPZ30_06430 [Paenibacillus lautus],25.5,27.78,54,138,False
CUR57853.1,CUR57853.1 conserved hypothetical protein [metagenome],30.5,27.78,72,165,False
UZF53855.1,UZF53855.1 hypothetical protein LH935_13815 [Gordonia polyisoprenivorans],27.5,27.78,54,180,False
